smart_5_raw,smart_12_raw,smart_184_raw,smart_187_raw,smart_197_raw,failure
0,20,,,0,0
0,19,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,9,,,0,0
0,42,,,0,0
0,19,0.0,0.0,0,0
0,6,,,0,0
0,6,0.0,0.0,0,0
0,18,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,18,0.0,0.0,0,0
0,3,,,0,0
0,11,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,5,,,0,0
0,3,,,0,0
0,3,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,3,,,0,0
0,20,0.0,0.0,0,0
0,51,0.0,12.0,0,0
0,3,0.0,0.0,0,0
0,38,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,6,0.0,0.0,8,0
0,5,0.0,0.0,0,0
0,7,,,0,0
0,5,,,0,0
0,2,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,3,,,0,0
0,1,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,17,,,0,0
0,6,0.0,0.0,0,0
0,28,,,0,0
0,2,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,6,,,0,0
0,6,,,0,0
0,3,,,0,0
0,17,,,0,0
0,6,,,0,0
0,10,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,19,0.0,0.0,0,0
0,30,,,0,0
0,15,,,0,0
0,9,0.0,0.0,0,0
0,17,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,6,,,0,0
0,26,,,0,0
170,21,,,0,0
0,15,0.0,0.0,0,0
0,3,,,0,0
0,3,,,0,0
0,9,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,24,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,15,,,0,0
0,1,0.0,0.0,0,0
0,25,,,0,0
0,2,0.0,0.0,0,0
0,15,,,0,0
0,12,,,0,0
0,23,,,0,0
0,5,,,0,0
0,5,0.0,0.0,0,0
0,13,,,0,0
0,4,,,0,0
0,25,,,0,0
0,14,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,17,0.0,0.0,0,0
0,28,,,0,0
0,6,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,4,,,0,0
0,5,,,0,0
0,2,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,3,,,0,0
0,7,,,0,0
0,14,0.0,0.0,0,0
0,4,,,0,0
0,8,,,0,0
0,16,0.0,0.0,0,0
0,4,,,0,0
0,11,0.0,0.0,0,0
0,23,,,0,0
0,3,,,0,0
0,9,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,42,,,0,0
0,9,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,24,,,0,0
0,2,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,3,,,0,0
0,14,,,0,0
0,9,0.0,0.0,0,0
0,11,,,0,0
0,24,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,32,,,0,0
0,1,0.0,0.0,0,0
0,25,,,0,0
0,3,,,0,0
0,3,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,20,,,0,0
0,5,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,24,0.0,0.0,0,0
0,25,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,11,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,16,,,0,0
0,5,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,16,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,13,,,0,0
0,0,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,32,,,0,0
0,5,0.0,0.0,0,0
0,6,,,0,0
0,14,0.0,0.0,0,0
0,34,0.0,0.0,0,0
0,6,,,0,0
0,18,,,0,0
0,11,0.0,0.0,0,0
0,38,,,0,0
0,5,,,0,0
0,4,,,0,0
0,7,,,0,0
0,3,0.0,0.0,0,0
0,20,,,0,0
0,3,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,2,,,0,0
0,1,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,42,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,8,,,0,0
0,8,,,0,0
0,3,0.0,0.0,0,0
0,11,,,0,0
0,2,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,6,,,0,0
0,8,,,0,0
0,17,,,0,0
0,8,,,0,0
0,6,0.0,0.0,0,0
0,6,,,0,0
0,9,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,20,,,0,0
0,14,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,8,,,0,0
0,4,0.0,0.0,0,0
0,28,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,5,,,0,0
0,3,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,3,,,0,0
0,5,0.0,0.0,0,0
0,8,,,0,0
0,16,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,31,,,0,0
0,25,0.0,0.0,0,0
0,19,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,16,,,0,0
0,22,,,0,0
0,2,0.0,0.0,0,0
0,36,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,19,0.0,0.0,0,0
0,16,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,14,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,17,,,0,0
0,9,0.0,0.0,0,0
0,4,,,0,0
0,17,,,0,0
0,4,,,0,0
0,12,,,0,0
0,3,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,5,,,0,0
0,5,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,25,0.0,0.0,0,0
0,3,,,0,0
0,5,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,15,0.0,0.0,0,0
0,4,,,0,0
0,5,,,0,0
0,24,0.0,0.0,0,0
0,4,,,0,0
0,2,0.0,0.0,0,0
0,14,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,3,,,0,0
0,13,0.0,0.0,0,0
0,18,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,17,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,20,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,18,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,30,,,0,0
0,12,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,9,,,0,0
0,2,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,18,,,0,0
0,2,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,18,,,0,0
0,5,0.0,0.0,0,0
0,17,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,57,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,23,0.0,0.0,0,0
0,8,,,0,0
0,7,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,20,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,43,,,1,0
0,10,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,23,,,0,0
0,4,,,0,0
0,6,,,0,0
0,9,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,26,,,0,0
0,2,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,4,,,0,0
0,3,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,1,,,0,0
0,9,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,1,,,0,0
0,5,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,7,,,0,0
0,15,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,18,,,0,0
0,8,0.0,0.0,0,0
0,26,,,0,0
0,9,,,0,0
0,6,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,22,,,0,0
0,23,0.0,0.0,0,0
0,1,,,0,0
0,14,,,0,0
0,6,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,16,,,0,0
0,1,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,20,,,1,0
0,4,0.0,0.0,0,0
0,18,,,0,0
0,54,,,0,0
0,5,,,0,0
0,31,,,0,0
0,4,0.0,0.0,0,0
0,5,,,0,0
0,9,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,31,,,0,0
0,24,,,0,0
0,14,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,9,,,0,0
0,3,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,13,,,0,0
0,7,,,0,0
0,1,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,19,,,0,0
0,3,0.0,0.0,0,0
0,26,,,0,0
0,21,,,0,0
0,5,0.0,0.0,0,0
0,28,,,0,0
0,4,0.0,0.0,0,0
0,29,,,0,0
0,5,0.0,0.0,0,0
0,49,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,5,,,0,0
0,5,0.0,0.0,0,0
0,6,,,0,0
0,26,,,0,0
0,14,,,0,0
0,1,0.0,0.0,0,0
63,23,,,0,0
0,18,,,0,0
0,3,,,0,0
0,4,,,0,0
0,2,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,5,,,0,0
0,5,0.0,0.0,0,0
0,4,,,0,0
0,8,,,0,0
0,3,0.0,0.0,0,0
0,4,,,0,0
0,5,,,0,0
0,1,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,6,,,0,0
0,6,0.0,0.0,0,0
0,6,,,0,0
0,1,0.0,0.0,0,0
0,17,,,0,0
0,5,,,0,0
0,13,,,0,0
0,47,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,20,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,15,0.0,1.0,0,0
0,2,0.0,0.0,0,0
0,20,,,0,0
0,5,,,0,0
0,6,,,0,0
0,12,0.0,0.0,0,0
0,16,,,0,0
0,1,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,9,,,0,0
0,5,,,0,0
0,5,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,5,,,0,0
0,15,0.0,0.0,0,0
0,17,0.0,0.0,0,0
0,7,,,0,0
24,7,0.0,0.0,16,0
0,1,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,3,,,0,0
0,6,,,0,0
0,1,0.0,0.0,0,0
0,5,,,0,0
0,1,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,23,,,0,0
0,19,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,15,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,2,,,0,0
0,2,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,9,0.0,0.0,16,0
0,30,0.0,0.0,0,0
0,11,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,21,,,0,0
0,2,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,12,,,0,0
0,4,,,0,0
0,4,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,3,,,0,0
0,9,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,6,,,0,0
0,12,,,0,0
0,8,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,3,,,0,0
0,9,0.0,0.0,0,0
0,14,0.0,0.0,0,1
0,55,0.0,0.0,0,1
0,11,18.0,0.0,0,1
8,12,0.0,2.0,8,1
0,7,0.0,1.0,0,1
0,24,0.0,0.0,56,1
0,20,,,0,1
4,17,,,1,1
0,8,0.0,4.0,56,1
0,3,0.0,0.0,0,1
0,6,0.0,6.0,0,1
0,13,0.0,0.0,0,1
0,2,0.0,12.0,8,1
0,3,0.0,18.0,8,1
0,10,0.0,0.0,48,1
0,3,0.0,0.0,32,1
0,5,,,0,1
0,41,,,0,1
0,4,0.0,1.0,0,1
0,2,0.0,0.0,0,1
0,17,0.0,0.0,88,1
0,13,0.0,0.0,96,1
0,33,0.0,0.0,0,1
0,39,,,0,1
0,11,0.0,0.0,48,1
0,3,,,0,1
208,6,0.0,1.0,0,1
0,14,,,0,1
0,2,0.0,0.0,0,1
0,13,0.0,0.0,0,1
16,5,0.0,2.0,0,1
0,13,0.0,2.0,8,1
176,14,0.0,7.0,0,1
0,5,,,0,1
0,11,1.0,0.0,56,1
0,5,,,0,1
0,9,,,0,1
0,9,,,0,1
0,9,,,0,1
0,38,0.0,0.0,0,1
0,9,,,0,1
0,9,,,0,1
0,9,,,0,1
0,9,,,0,1
0,23,,,1,1
0,36,0.0,0.0,64,1
0,11,0.0,0.0,0,1
0,9,0.0,0.0,0,1
0,7,0.0,0.0,0,1
0,26,0.0,0.0,0,1
0,10,0.0,0.0,0,1
0,23,0.0,7.0,0,1
16112,2,,,0,1
0,5,0.0,0.0,48,1
332,9,,,0,1
0,4,0.0,0.0,0,1
20944,1,0.0,24.0,2432,1
0,10,8.0,0.0,0,1
97,18,,,0,1
0,6,0.0,0.0,96,1
0,14,0.0,0.0,0,1
0,4,0.0,0.0,104,1
0,6,0.0,0.0,0,1
0,7,0.0,30.0,8,1
8,1,0.0,3.0,16,1
0,14,0.0,0.0,0,1
239,31,,,0,1
0,11,0.0,0.0,0,1
0,9,0.0,0.0,80,1
0,26,,,0,1
0,17,0.0,0.0,40,1
0,2,0.0,0.0,0,1
8,8,0.0,6.0,272,1
0,8,0.0,0.0,0,1
8,13,0.0,39.0,16,1
0,3,0.0,4.0,16,1
0,7,,,0,1
1,5,,,8,1
0,73,,,0,1
0,11,0.0,0.0,0,1
0,7,0.0,0.0,8,1
0,13,0.0,0.0,24,1
0,2,0.0,0.0,0,1
0,5,0.0,3.0,0,1
0,14,0.0,0.0,0,1
16,12,0.0,0.0,0,1
0,10,0.0,0.0,0,1
1886,16,,,1,1
0,3,,,0,1
0,5,0.0,1.0,80,1
0,6,0.0,0.0,0,1
0,6,0.0,0.0,0,1
0,7,0.0,0.0,0,1
0,7,0.0,0.0,0,1
0,18,0.0,0.0,0,1
0,4,0.0,1.0,0,1
0,7,,,8,1
0,16,0.0,0.0,16,1
18,1,0.0,0.0,0,1
0,10,0.0,0.0,8,1
8,3,0.0,0.0,0,1
8,1,0.0,0.0,0,1
0,16,0.0,1.0,688,1
0,1,0.0,0.0,0,1
16,61,0.0,4.0,56,1
0,16,0.0,0.0,0,1
0,5,0.0,0.0,32,1
3096,1,0.0,8.0,0,1
0,7,0.0,0.0,200,1
0,5,,,0,1
1824,6,0.0,0.0,8,1
152,7,0.0,0.0,40,1
208,5,0.0,2.0,0,1
208,4,0.0,0.0,176,1
0,10,,,0,1
8,3,0.0,1.0,8,1
0,56,0.0,0.0,40,1
0,9,0.0,0.0,8,1
0,19,0.0,12.0,0,1
0,13,0.0,0.0,32,1
0,10,0.0,3.0,0,1
0,12,0.0,0.0,0,1
8,17,0.0,1.0,16,1
0,12,0.0,0.0,200,1
0,5,0.0,0.0,0,1
0,5,0.0,0.0,8,1
0,1,0.0,0.0,0,1
0,9,0.0,9.0,24,1
0,114,,,0,1
0,9,0.0,0.0,0,1
424,8,0.0,0.0,32,1
0,9,,,0,1
0,5,0.0,0.0,0,1
0,20,0.0,0.0,48,1
0,12,0.0,0.0,0,1
0,16,0.0,1.0,72,1
0,10,0.0,2.0,56,1
0,15,0.0,0.0,32,1
0,8,0.0,36.0,8,1
0,4,0.0,0.0,0,1
0,8,,,0,1
8,8,0.0,2.0,8,1
0,7,0.0,0.0,0,1
616,11,0.0,0.0,40,1
32,4,0.0,12.0,0,1
0,10,0.0,0.0,0,1
838,13,,,0,1
0,5,0.0,36.0,16,1
0,3,,,0,1
0,20,0.0,0.0,0,1
592,16,0.0,0.0,40,1
0,15,18.0,0.0,0,1
0,6,0.0,0.0,0,1
0,6,0.0,18.0,8,1
24,22,0.0,0.0,0,1
0,7,0.0,0.0,32,1
0,6,0.0,0.0,32,1
0,11,0.0,0.0,16,1
0,14,0.0,0.0,64,1
299,5,0.0,0.0,0,1
0,20,0.0,0.0,0,1
0,32,0.0,0.0,40,1
0,44,0.0,6.0,0,1
0,70,0.0,0.0,48,1
0,45,0.0,0.0,0,1
0,4,0.0,0.0,0,1
0,23,0.0,0.0,0,1
0,13,0.0,0.0,0,1
0,15,0.0,31.0,0,1
0,21,0.0,0.0,0,1
80,7,,,392,1
65,7,,,0,1
877,4,,,248,1
0,12,0.0,0.0,0,1
0,14,0.0,0.0,0,1
1360,6,,,0,1
896,9,,,0,1
0,1,0.0,0.0,0,1
0,4,,,0,1
0,6,,,0,1
0,3,,,0,1
0,21,0.0,0.0,0,1
0,9,0.0,0.0,64,1
10,7,,,184,1
0,21,0.0,0.0,40,1
16,8,0.0,4.0,0,1
26,4,,,8,1
0,28,0.0,0.0,40,1
8,12,0.0,2.0,0,1
0,20,0.0,0.0,0,1
0,3,0.0,0.0,0,1
0,1,0.0,0.0,0,1
0,8,0.0,0.0,0,1
31,26,0.0,0.0,0,1
0,13,0.0,0.0,40,1
0,7,0.0,0.0,0,1
0,15,0.0,0.0,512,1
8,9,0.0,8.0,176,1
0,9,,,0,1
0,4,0.0,0.0,0,1
2864,17,0.0,1.0,40,1
0,18,0.0,0.0,0,1
208,5,0.0,2.0,32,1
0,8,0.0,0.0,0,1
0,18,0.0,0.0,0,1
0,10,0.0,0.0,40,1
0,5,0.0,0.0,8,1
